source,hypothesis,specification,parameter_setting,term,estimate,estimate_percentage_points,std_error,ci_low,ci_high,ci_low_percentage_points,ci_high_percentage_points,z_value,p_value_two_sided,is_behavior_term,reference_category,sample_variant,p_value_holm,significant_raw_0_05,significant_holm_0_05,primary_effect_pp,primary_ci_low_pp,primary_ci_high_pp,primary_p_holm,effect_difference_pp,same_sign_as_primary
NA,H3_recent_volume,adjusted,6h_window,recent_games_5,-0.014297094775990452,-1.4297094775990453,0.009926104820034165,-0.03375190273002685,0.005157713178045947,-3.3751902730026853,0.5157713178045947,-1.440352991954526,0.14976755598919253,True,0 recent ranked games,authoritative_ge5m,0.5990702239567701,False,False,-1.3643047627195561,-3.3109143166680024,0.5823047912288906,0.6781836045532726,-0.06540471487948918,True
NA,H3_recent_volume,adjusted,6h_window,recent_games_6+,-0.00938867798674754,-0.9388677986747539,0.00946241322778655,-0.02793466712004458,0.0091573111465495,-2.7934667120044576,0.9157311146549499,-0.9922075648923802,0.3210962830087043,True,0 recent ranked games,authoritative_ge5m,0.5990702239567701,False,False,-0.8922375908282121,-2.745754411801613,0.9612792301451888,0.6781836045532726,-0.046630207846541816,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_2,0.007378673837542284,0.7378673837542284,0.00716877823861617,-0.006671873323299894,0.021429220998384464,-0.6671873323299894,2.1429220998384464,1.0292791312465863,0.30334852684374375,True,session depth 1,alias_confirmed_ge10m,0.85885635929782,False,False,0.6895658106100276,-0.7163525445554458,2.0954841657755012,0.8998813212140085,0.048301573144200804,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_3,0.00721351794975609,0.721351794975609,0.0073204838074353296,-0.007134366662225804,0.021561402561737983,-0.7134366662225804,2.1561402561737983,0.9853881436674178,0.3244334512310456,True,session depth 1,alias_confirmed_ge10m,0.85885635929782,False,False,0.6886274275798397,-0.745894569047823,2.123149424207502,0.8998813212140085,0.03272436739576923,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_4,0.021474798378703,2.1474798378703,0.008326665696933654,0.00515483350140793,0.037794763255998065,0.515483350140793,3.7794763255998065,2.5790393370315354,0.00990755037705788,True,session depth 1,alias_confirmed_ge10m,0.06935285263940516,True,False,2.1190242049408012,0.4891490113492304,3.748899398532372,0.07580117356539845,0.02845563292949871,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_5,0.017869149610683997,1.7869149610683996,0.008969582936731302,0.000289090098345636,0.03544920912302236,0.028909009834563598,3.544920912302236,1.9921940336275967,0.0463497726231416,True,session depth 1,alias_confirmed_ge10m,0.231748863115708,True,False,1.7333591049783794,-0.024637650736366104,3.491355860693125,0.26649167477507707,0.053555856090020226,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_6,0.012441983519355628,1.2441983519355628,0.01051627168319978,-0.008169530231354354,0.03305349727006561,-0.8169530231354354,3.305349727006561,1.1831173531996382,0.23676264134195596,True,session depth 1,alias_confirmed_ge10m,0.85885635929782,False,False,1.275056013763286,-0.7844695476026639,3.3345815751292354,0.8998813212140085,-0.030857661827723204,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_7,0.014494918132456224,1.4494918132456225,0.011682791131705998,-0.00840293172459147,0.03739276798950392,-0.840293172459147,3.7392767989503914,1.2407067770918523,0.214714089824455,True,session depth 1,alias_confirmed_ge10m,0.85885635929782,False,False,1.3912925100925035,-0.9003733924443927,3.6829584126294,0.8998813212140085,0.05819930315311894,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_8+,0.021516911681108492,2.1516911681108493,0.008942840824047109,0.003989265746501661,0.03904455761571532,0.3989265746501661,3.904455761571532,2.406048827711433,0.016126109198511387,True,session depth 1,alias_confirmed_ge10m,0.09675665519106832,True,False,2.119853297792171,0.36751309729920295,3.8721934982851383,0.10643402371262983,0.03183787031867835,True
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_5-10m,-0.006153910655325409,-0.6153910655325409,0.007156268513202493,-0.020179939204900296,0.007872117894249478,-2.0179939204900297,0.7872117894249477,-0.8599328887634877,0.3898260377339245,True,<=5m,alias_confirmed_ge10m,1.0,False,False,-0.6419616594132668,-2.0430793391879645,0.759156020361431,1.0,0.026570593880725912,True
